query_id_llm,before,chatgpt_remaining,deepseek_remaining,gemini_remaining,chatgpt_status,deepseek_status,gemini_status
343_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
344_deepseek,2,0,0,0,corrected,corrected,corrected
346_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
346_stackoverflow,1,0,0,0,corrected,corrected,corrected
347_chatgpt,2,0,0,0,corrected,corrected,corrected
347_chatgpt2025,2,0,0,0,corrected,corrected,corrected
347_deepseek,1,0,0,0,corrected,corrected,corrected
347_gemini,2,0,0,0,corrected,corrected,corrected
347_stackoverflow,2,0,0,0,corrected,corrected,corrected
349_stackoverflow,3,2,0,0,not_corrected,corrected,corrected
35_chatgpt2025,1,0,0,0,corrected,corrected,corrected
35_stackoverflow,1,0,0,0,corrected,corrected,corrected
350_chatgpt,2,0,0,0,corrected,corrected,corrected
350_chatgpt2025,2,1,0,1,not_corrected,corrected,not_corrected
350_deepseek,2,1,2,0,not_corrected,not_corrected,corrected
350_gemini,1,1,0,1,not_corrected,corrected,not_corrected
350_stackoverflow,2,1,1,1,not_corrected,not_corrected,not_corrected
351_deepseek,2,1,0,1,not_corrected,corrected,not_corrected
351_stackoverflow,3,1,0,0,not_corrected,corrected,corrected
352_gemini,1,1,0,0,not_corrected,corrected,corrected
352_stackoverflow,2,1,0,0,not_corrected,corrected,corrected
353_stackoverflow,1,0,0,0,corrected,corrected,corrected
354_gemini,1,0,0,0,corrected,corrected,corrected
356_chatgpt2025,2,0,0,0,corrected,corrected,corrected
356_stackoverflow,4,0,0,0,corrected,corrected,corrected
357_chatgpt,2,0,0,0,corrected,corrected,corrected
357_deepseek,2,0,0,0,corrected,corrected,corrected
357_stackoverflow,2,0,0,0,corrected,corrected,corrected
36_gemini,1,0,0,0,corrected,corrected,corrected
36_stackoverflow,2,0,0,0,corrected,corrected,corrected
38_chatgpt,1,0,0,0,corrected,corrected,corrected
38_chatgpt2025,2,2,0,1,not_corrected,corrected,not_corrected
38_deepseek,2,1,2,0,not_corrected,not_corrected,corrected
38_gemini,3,1,2,0,not_corrected,not_corrected,corrected
39_chatgpt,1,0,0,0,corrected,corrected,corrected
39_deepseek,3,0,0,0,corrected,corrected,corrected
39_stackoverflow,4,0,0,0,corrected,corrected,corrected
4_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
41_deepseek,1,0,0,0,corrected,corrected,corrected
41_gemini,2,1,0,0,not_corrected,corrected,corrected
41_stackoverflow,1,1,1,1,not_corrected,not_corrected,not_corrected
43_chatgpt2025,2,0,0,0,corrected,corrected,corrected
43_deepseek,2,0,0,0,corrected,corrected,corrected
45_stackoverflow,3,2,0,0,not_corrected,corrected,corrected
46_chatgpt,3,1,1,1,not_corrected,not_corrected,not_corrected
46_gemini,1,2,2,2,not_corrected,not_corrected,not_corrected
46_stackoverflow,4,0,0,1,corrected,corrected,not_corrected
47_stackoverflow,2,0,0,0,corrected,corrected,corrected
48_chatgpt,1,0,0,0,corrected,corrected,corrected
48_chatgpt2025,1,0,0,0,corrected,corrected,corrected
48_deepseek,2,0,0,0,corrected,corrected,corrected
48_gemini,2,0,0,0,corrected,corrected,corrected
48_stackoverflow,3,3,1,0,not_corrected,not_corrected,corrected
5_chatgpt,4,0,1,1,corrected,not_corrected,not_corrected
5_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
5_deepseek,2,1,1,0,not_corrected,not_corrected,corrected
5_gemini,2,1,1,1,not_corrected,not_corrected,not_corrected
50_chatgpt,1,0,0,0,corrected,corrected,corrected
50_deepseek,1,1,1,0,not_corrected,not_corrected,corrected
51_chatgpt2025,1,0,0,0,corrected,corrected,corrected
51_deepseek,3,1,0,0,not_corrected,corrected,corrected
51_gemini,1,0,0,0,corrected,corrected,corrected
52_chatgpt2025,3,0,0,0,corrected,corrected,corrected
52_deepseek,1,0,0,0,corrected,corrected,corrected
53_chatgpt,2,0,0,0,corrected,corrected,corrected
53_chatgpt2025,1,0,0,0,corrected,corrected,corrected
53_stackoverflow,2,0,0,0,corrected,corrected,corrected
55_deepseek,2,1,0,2,not_corrected,corrected,not_corrected
55_stackoverflow,1,0,0,1,corrected,corrected,not_corrected
56_chatgpt2025,1,0,0,0,corrected,corrected,corrected
56_deepseek,1,0,0,0,corrected,corrected,corrected
56_stackoverflow,2,2,0,2,not_corrected,corrected,not_corrected
57_deepseek,2,0,0,0,corrected,corrected,corrected
57_stackoverflow,2,1,1,0,not_corrected,not_corrected,corrected
58_chatgpt,2,0,0,0,corrected,corrected,corrected
59_chatgpt,1,0,0,0,corrected,corrected,corrected
59_stackoverflow,3,0,0,0,corrected,corrected,corrected
6_chatgpt2025,1,1,0,0,not_corrected,corrected,corrected
6_deepseek,1,1,0,0,not_corrected,corrected,corrected
6_gemini,1,0,0,0,corrected,corrected,corrected
60_chatgpt,2,0,0,0,corrected,corrected,corrected
61_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
61_stackoverflow,1,0,0,0,corrected,corrected,corrected
63_chatgpt2025,1,0,0,0,corrected,corrected,corrected
63_deepseek,1,0,0,0,corrected,corrected,corrected
63_gemini,1,0,0,0,corrected,corrected,corrected
63_stackoverflow,3,0,0,0,corrected,corrected,corrected
64_chatgpt,1,0,0,0,corrected,corrected,corrected
64_stackoverflow,1,0,0,0,corrected,corrected,corrected
65_stackoverflow,2,0,2,0,corrected,not_corrected,corrected
66_chatgpt,1,0,0,0,corrected,corrected,corrected
66_stackoverflow,4,0,0,0,corrected,corrected,corrected
67_stackoverflow,3,0,0,0,corrected,corrected,corrected
68_chatgpt2025,2,2,0,2,not_corrected,corrected,not_corrected
68_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
68_stackoverflow,1,0,0,0,corrected,corrected,corrected
69_deepseek,2,0,0,0,corrected,corrected,corrected
70_stackoverflow,3,2,2,0,not_corrected,not_corrected,corrected
71_stackoverflow,3,3,0,1,not_corrected,corrected,not_corrected
72_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
74_chatgpt2025,1,0,0,0,corrected,corrected,corrected
74_stackoverflow,1,0,0,0,corrected,corrected,corrected
75_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
75_deepseek,2,0,0,0,corrected,corrected,corrected
75_stackoverflow,4,2,2,2,not_corrected,not_corrected,not_corrected
76_gemini,1,0,0,0,corrected,corrected,corrected
76_stackoverflow,2,0,0,0,corrected,corrected,corrected
8_chatgpt,1,0,0,0,corrected,corrected,corrected
8_gemini,6,3,2,1,not_corrected,not_corrected,not_corrected
80_stackoverflow,2,0,0,0,corrected,corrected,corrected
81_stackoverflow,2,2,2,0,not_corrected,not_corrected,corrected
83_stackoverflow,1,0,0,0,corrected,corrected,corrected
84_gemini,2,0,0,0,corrected,corrected,corrected
85_deepseek,1,0,0,0,corrected,corrected,corrected
85_stackoverflow,2,0,0,0,corrected,corrected,corrected
87_gemini,1,0,0,0,corrected,corrected,corrected
88_chatgpt,2,1,1,0,not_corrected,not_corrected,corrected
88_chatgpt2025,1,1,1,1,not_corrected,not_corrected,not_corrected
88_deepseek,1,1,1,0,not_corrected,not_corrected,corrected
88_gemini,1,1,1,0,not_corrected,not_corrected,corrected
88_stackoverflow,7,2,2,2,not_corrected,not_corrected,not_corrected
9_deepseek,1,0,0,0,corrected,corrected,corrected
9_stackoverflow,2,2,0,1,not_corrected,corrected,not_corrected
90_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
90_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
91_deepseek,1,0,0,0,corrected,corrected,corrected
91_stackoverflow,1,0,0,2,corrected,corrected,not_corrected
92_stackoverflow,2,0,0,0,corrected,corrected,corrected
93_chatgpt2025,1,0,0,0,corrected,corrected,corrected
93_gemini,1,0,0,0,corrected,corrected,corrected
93_stackoverflow,1,0,0,0,corrected,corrected,corrected
94_chatgpt,2,0,0,0,corrected,corrected,corrected
94_gemini,3,0,0,0,corrected,corrected,corrected
94_stackoverflow,3,0,0,0,corrected,corrected,corrected
95_chatgpt2025,2,0,0,0,corrected,corrected,corrected
95_stackoverflow,1,0,0,0,corrected,corrected,corrected
96_stackoverflow,3,0,0,2,corrected,corrected,not_corrected
97_chatgpt2025,1,0,0,0,corrected,corrected,corrected
97_gemini,2,0,1,0,corrected,not_corrected,corrected
97_stackoverflow,2,0,0,0,corrected,corrected,corrected
